OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"1970-025RJ","THORAD AGENA D DEB","42504","US","102.18","99.09","925","798","SMALL","0","1970-04-08",""
"1970-025RH","THORAD AGENA D DEB","42503","US","104.23","99.92","971","945","SMALL","0","1970-04-08",""
"1970-025RG","THORAD AGENA D DEB","42502","US","106.31","99.76","1066","1045","SMALL","0","1970-04-08",""
"1970-025RF","THORAD AGENA D DEB","42501","US","112.66","98.81","1676","1022","SMALL","0","1970-04-08",""
"1970-025RE","THORAD AGENA D DEB","42500","US","106.40","99.70","1067","1053","SMALL","0","1970-04-08",""
"1970-025RD","THORAD AGENA D DEB","42499","US","104.70","100.10","985","976","SMALL","0","1970-04-08",""
"1970-025RC","THORAD AGENA D DEB","42498","US","108.32","100.43","1280","1019","SMALL","0","1970-04-08",""
"1970-025RB","THORAD AGENA D DEB","42497","US","103.68","100.03","958","908","SMALL","0","1970-04-08",""
"1970-025RA","THORAD AGENA D DEB","42496","US","106.89","99.82","1124","1041","SMALL","0","1970-04-08",""
"1970-025QZ","THORAD AGENA D DEB","42495","US","106.26","100.10","1075","1031","SMALL","0","1970-04-08",""
"1970-025QY","THORAD AGENA D DEB","42494","US","106.01","99.94","1117","967","SMALL","0","1970-04-08",""
"1970-025QX","THORAD AGENA D DEB","42493","US","99.43","99.45","750","714","SMALL","0","1970-04-08",""
"1970-025QW","THORAD AGENA D DEB","42492","US","105.78","99.54","1034","1027","SMALL","0","1970-04-08",""
"1970-025QV","THORAD AGENA D DEB","42491","US","105.46","100.08","1025","1007","SMALL","0","1970-04-08",""
"1970-025QU","THORAD AGENA D DEB","42490","US","106.78","99.90","1169","987","SMALL","0","1970-04-08",""
"1989-006CR","ARIANE 2 DEB","42489","FR","654.47","9.27","35606","1578","MEDIUM","0","1989-01-27",""
"1989-006CQ","ARIANE 2 DEB","42488","FR","647.31","8.84","35968","851","MEDIUM","0","1989-01-27",""
"1989-006CP","ARIANE 2 DEB","42487","FR","649.23","8.66","35734","1183","SMALL","0","1989-01-27",""
"1989-006CN","ARIANE 2 DEB","42486","FR","597.77","11.02","32127","2130","SMALL","0","1989-01-27",""
"1989-006CM","ARIANE 2 DEB","42485","FR","661.26","9.20","35652","1876","SMALL","0","1989-01-27",""
"1989-006CL","ARIANE 2 DEB","42484","FR","622.90","10.25","35013","551","MEDIUM","0","1989-01-27",""
"1989-006CK","ARIANE 2 DEB","42483","FR","646.33","8.39","35700","1069","MEDIUM","0","1989-01-27",""
"1989-006CJ","ARIANE 2 DEB","42482","FR","619.58","10.41","34818","575","MEDIUM","0","1989-01-27",""
"2012-008AR","CZ-3C DEB","42481","PRC","641.24","22.29","35357","1152","MEDIUM","0","2012-02-24",""
"2012-008AQ","CZ-3C DEB","42480","PRC","644.38","21.14","35657","1012","MEDIUM","0","2012-02-24",""
"2012-008AP","CZ-3C DEB","42479","PRC","620.57","20.88","35001","443","MEDIUM","0","2012-02-24",""
"2012-008AN","CZ-3C DEB","42478","PRC","642.54","21.52","35359","1216","MEDIUM","0","2012-02-24",""
"2012-008AM","CZ-3C DEB","42477","PRC","585.90","20.20","33215","417","MEDIUM","0","2012-02-24",""
"2011-077AR","CZ-3B DEB","42476","PRC","766.13","26.14","42057","657","MEDIUM","0","2011-12-19",""
"2011-077AQ","CZ-3B DEB","42475","PRC","753.64","25.39","41492","617","SMALL","0","2011-12-19",""
"2011-077AP","CZ-3B DEB","42474","PRC","862.30","21.99","45093","2171","MEDIUM","0","2011-12-19",""
"2011-077AN","CZ-3B DEB","42473","PRC","850.99","22.64","44669","2069","LARGE","0","2011-12-19",""
"2011-077AM","CZ-3B DEB","42472","PRC","802.92","24.85","42888","1587","MEDIUM","0","2011-12-19",""
"2011-077AL","CZ-3B DEB","42471","PRC","761.76","25.29","41898","604","MEDIUM","0","2011-12-19",""
"2010-057BK","CZ-3C DEB","42470","PRC","545.20","21.43","31026","432","MEDIUM","0","2010-10-31",""
"2010-057BJ","CZ-3C DEB","42469","PRC","632.15","20.24","35595","447","MEDIUM","0","2010-10-31",""
"2010-057BH","CZ-3C DEB","42468","PRC","637.42","20.52","35754","559","SMALL","0","2010-10-31",""
"2010-057BG","CZ-3C DEB","42467","PRC","261.62","20.16","13929","415","MEDIUM","0","2010-10-31",""
"2010-057BF","CZ-3C DEB","42466","PRC","658.35","20.69","36741","641","SMALL","0","2010-10-31",""
"2010-042AG","CZ-3B DEB","42465","PRC","769.92","24.51","42150","746","SMALL","0","2010-09-04",""
"2010-042AF","CZ-3B DEB","42464","PRC","789.46","23.66","42878","956","MEDIUM","0","2010-09-04",""
"2010-042AE","CZ-3B DEB","42463","PRC","777.79","24.45","42685","590","MEDIUM","0","2010-09-04",""
"2010-042AD","CZ-3B DEB","42462","PRC","713.30","24.39","39370","764","MEDIUM","0","2010-09-04",""
"2010-042AC","CZ-3B DEB","42461","PRC","808.67","21.95","43487","1262","MEDIUM","0","2010-09-04",""
"2010-042AB","CZ-3B DEB","42460","PRC","767.97","30.81","42300","502","MEDIUM","0","2010-09-04",""
"2010-042AA","CZ-3B DEB","42459","PRC","769.97","26.51","41622","1277","MEDIUM","0","2010-09-04",""
"2010-042Z","CZ-3B DEB","42458","PRC","794.56","30.28","43174","904","MEDIUM","0","2010-09-04",""
"1984-072T","METEOR 2-11 DEB","42457","CIS","103.89","82.53","957","928","SMALL","0","1984-07-05",""
"1984-072S","METEOR 2-11 DEB","42456","CIS","103.85","82.54","967","914","SMALL","0","1984-07-05",""
"1984-072R","METEOR 2-11 DEB","42455","CIS","103.81","82.53","951","926","SMALL","0","1984-07-05",""
"1984-072Q","METEOR 2-11 DEB","42454","CIS","103.67","82.52","952","912","SMALL","0","1984-07-05",""
"1984-072P","METEOR 2-11 DEB","42453","CIS","103.79","82.53","948","927","SMALL","0","1984-07-05",""
"1984-072N","METEOR 2-11 DEB","42452","CIS","103.85","82.55","956","925","SMALL","0","1984-07-05",""
"1983-044GH","COSMOS 1461 DEB","42447","CIS","94.05","64.99","494","451","SMALL","0","1983-05-07",""
"1983-044GG","COSMOS 1461 DEB","42446","CIS","94.29","65.00","504","464","SMALL","0","1983-05-07",""
"1978-064T","SEASAT 1 DEB","42443","US","98.50","107.96","708","666","SMALL","0","1978-06-27",""
"1966-040BV","NIMBUS 2 DEB","42442","US","107.82","100.32","1169","1083","SMALL","0","1966-05-15",""
"1966-040BU","NIMBUS 2 DEB","42441","US","107.94","100.33","1158","1105","SMALL","0","1966-05-15",""
"1966-040BT","NIMBUS 2 DEB","42440","US","107.79","100.31","1168","1080","SMALL","0","1966-05-15",""
"1966-040BS","NIMBUS 2 DEB","42439","US","107.53","100.29","1146","1079","SMALL","0","1966-05-15",""
"1966-040BR","NIMBUS 2 DEB","42438","US","107.87","100.35","1164","1092","SMALL","0","1966-05-15",""
"1966-040BQ","NIMBUS 2 DEB","42437","US","107.69","100.33","1157","1083","SMALL","0","1966-05-15",""
"1966-040BP","NIMBUS 2 DEB","42436","US","107.69","100.33","1160","1080","SMALL","0","1966-05-15",""
"1966-040BN","NIMBUS 2 DEB","42435","US","107.81","100.28","1170","1081","SMALL","0","1966-05-15",""
"2017-017B","FALCON 9 R/B","42433","US","568.71","26.18","32468","251","LARGE","0","2017-03-30",""
"2017-017A","SES 10","42432","SES","1436.12","0.02","35800","35774","LARGE","0","2017-03-30",""
"2000-055UB","NOAA 16 DEB","42431","US","101.55","98.98","861","803","SMALL","0","2000-09-21",""
"2000-055UA","NOAA 16 DEB","42430","US","101.74","98.91","845","837","SMALL","0","2000-09-21",""
"2000-055TZ","NOAA 16 DEB","42429","US","102.29","98.88","892","842","SMALL","0","2000-09-21",""
"2000-055TY","NOAA 16 DEB","42428","US","101.53","98.87","851","811","SMALL","0","2000-09-21",""
"2000-055TX","NOAA 16 DEB","42427","US","100.57","98.86","841","730","SMALL","0","2000-09-21",""
"2000-055TW","NOAA 16 DEB","42426","US","102.07","98.74","867","847","SMALL","0","2000-09-21",""
"2000-055TV","NOAA 16 DEB","42425","US","102.38","98.84","892","851","SMALL","0","2000-09-21",""
"2000-055TU","NOAA 16 DEB","42424","US","101.44","99.01","844","809","SMALL","0","2000-09-21",""
"2000-055TT","NOAA 16 DEB","42423","US","101.99","98.96","876","830","SMALL","0","2000-09-21",""
"2000-055TS","NOAA 16 DEB","42422","US","101.80","98.86","857","831","SMALL","0","2000-09-21",""
"2000-055TR","NOAA 16 DEB","42421","US","103.32","98.84","986","845","SMALL","0","2000-09-21",""
"2000-055TQ","NOAA 16 DEB","42420","US","101.42","99.03","850","802","SMALL","0","2000-09-21",""
"2000-055TP","NOAA 16 DEB","42419","US","101.90","98.88","873","824","SMALL","0","2000-09-21",""
"2000-055TN","NOAA 16 DEB","42418","US","101.83","98.82","853","838","SMALL","0","2000-09-21",""
"2000-055TM","NOAA 16 DEB","42417","US","102.08","98.85","883","832","SMALL","0","2000-09-21",""
"2000-055TL","NOAA 16 DEB","42416","US","101.78","98.88","862","824","SMALL","0","2000-09-21",""
"2000-055TK","NOAA 16 DEB","42415","US","101.56","98.93","855","810","SMALL","0","2000-09-21",""
"2000-055TJ","NOAA 16 DEB","42414","US","100.70","98.99","804","779","SMALL","0","2000-09-21",""
"2000-055TH","NOAA 16 DEB","42413","US","101.39","98.86","845","804","SMALL","0","2000-09-21",""
"2000-055TG","NOAA 16 DEB","42412","US","101.55","98.82","846","818","SMALL","0","2000-09-21",""
"2000-055TF","NOAA 16 DEB","42411","US","101.06","98.86","837","781","SMALL","0","2000-09-21",""
"2000-055TE","NOAA 16 DEB","42410","US","101.27","98.80","851","787","SMALL","0","2000-09-21",""
"2000-055TD","NOAA 16 DEB","42409","US","101.13","98.77","846","778","SMALL","0","2000-09-21",""
"2000-055TC","NOAA 16 DEB","42408","US","102.23","98.86","879","849","SMALL","0","2000-09-21",""
"2000-055TB","NOAA 16 DEB","42407","US","101.94","98.99","869","832","SMALL","0","2000-09-21",""
"2000-055TA","NOAA 16 DEB","42406","US","101.81","98.81","858","831","SMALL","0","2000-09-21",""
"2000-055SZ","NOAA 16 DEB","42405","US","101.24","99.00","843","791","SMALL","0","2000-09-21",""
"2000-055SY","NOAA 16 DEB","42404","US","98.48","98.90","830","542","SMALL","0","2000-09-21",""
"2000-055SX","NOAA 16 DEB","42403","US","98.49","98.89","792","581","SMALL","0","2000-09-21",""
"2000-055SW","NOAA 16 DEB","42402","US","101.27","98.94","846","791","SMALL","0","2000-09-21",""
"2000-055SV","NOAA 16 DEB","42401","US","101.00","98.90","854","757","SMALL","0","2000-09-21",""
"2000-055SU","NOAA 16 DEB","42400","US","102.04","98.80","875","836","SMALL","0","2000-09-21",""
"2000-055ST","NOAA 16 DEB","42399","US","101.96","98.83","863","840","SMALL","0","2000-09-21",""
"2000-055SS","NOAA 16 DEB","42398","US","102.48","98.79","901","851","SMALL","0","2000-09-21",""
"2000-055SR","NOAA 16 DEB","42397","US","101.83","98.81","885","806","SMALL","0","2000-09-21",""
"2000-055SQ","NOAA 16 DEB","42396","US","101.22","98.79","845","787","SMALL","0","2000-09-21",""
"2000-055SP","NOAA 16 DEB","42395","US","101.46","98.92","847","808","SMALL","0","2000-09-21",""
"2000-055SN","NOAA 16 DEB","42394","US","101.16","98.89","852","776","SMALL","0","2000-09-21",""
"2000-055SM","NOAA 16 DEB","42393","US","102.63","98.97","922","844","SMALL","0","2000-09-21",""
"2000-055SL","NOAA 16 DEB","42392","US","101.41","98.95","840","811","SMALL","0","2000-09-21",""
"2000-055SK","NOAA 16 DEB","42391","US","101.34","99.03","838","806","SMALL","0","2000-09-21",""
"2000-055SJ","NOAA 16 DEB","42390","US","101.66","98.79","850","825","SMALL","0","2000-09-21",""
"2000-055SH","NOAA 16 DEB","42389","US","100.25","99.01","792","749","SMALL","0","2000-09-21",""
"2000-055SG","NOAA 16 DEB","42388","US","101.84","98.72","862","830","SMALL","0","2000-09-21",""
"2000-055SF","NOAA 16 DEB","42387","US","101.68","98.86","854","823","SMALL","0","2000-09-21",""
"2000-055SE","NOAA 16 DEB","42386","US","101.64","98.80","852","820","SMALL","0","2000-09-21",""
"2000-055SD","NOAA 16 DEB","42385","US","101.71","98.79","847","832","SMALL","0","2000-09-21",""
"2000-055SC","NOAA 16 DEB","42384","US","101.83","98.81","860","831","SMALL","0","2000-09-21",""
"2000-055SB","NOAA 16 DEB","42383","US","101.92","98.89","887","813","SMALL","0","2000-09-21",""
"2000-055SA","NOAA 16 DEB","42382","US","102.37","98.95","907","835","SMALL","0","2000-09-21",""
"2000-055RZ","NOAA 16 DEB","42381","US","100.81","99.01","829","765","SMALL","0","2000-09-21",""
"2000-055RY","NOAA 16 DEB","42380","US","101.01","98.86","838","775","SMALL","0","2000-09-21",""
"2000-055RX","NOAA 16 DEB","42379","US","101.39","98.90","864","785","SMALL","0","2000-09-21",""
"2000-055RW","NOAA 16 DEB","42378","US","101.45","98.84","846","809","SMALL","0","2000-09-21",""
"2000-055RV","NOAA 16 DEB","42377","US","101.13","99.02","826","798","SMALL","0","2000-09-21",""
"2000-055RU","NOAA 16 DEB","42376","US","103.81","98.83","1031","846","SMALL","0","2000-09-21",""
"2000-055RT","NOAA 16 DEB","42375","US","101.90","98.83","852","845","SMALL","0","2000-09-21",""
"2000-055RS","NOAA 16 DEB","42374","US","101.93","98.90","860","840","SMALL","0","2000-09-21",""
"2000-055RR","NOAA 16 DEB","42373","US","100.32","99.02","837","711","SMALL","0","2000-09-21",""
"2000-055RQ","NOAA 16 DEB","42372","US","101.83","98.89","857","834","SMALL","0","2000-09-21",""
"2000-055RP","NOAA 16 DEB","42371","US","101.10","99.08","846","775","SMALL","0","2000-09-21",""
"2000-055RN","NOAA 16 DEB","42370","US","103.03","98.95","981","823","SMALL","0","2000-09-21",""
"2000-055RM","NOAA 16 DEB","42369","US","101.66","98.82","845","829","SMALL","0","2000-09-21",""
"2000-055RL","NOAA 16 DEB","42368","US","102.01","98.86","864","844","SMALL","0","2000-09-21",""
"2000-055RK","NOAA 16 DEB","42367","US","102.21","98.93","884","842","SMALL","0","2000-09-21",""
"2000-055RJ","NOAA 16 DEB","42366","US","100.52","98.86","836","731","SMALL","0","2000-09-21",""
"2000-055RH","NOAA 16 DEB","42365","US","101.23","98.90","857","777","SMALL","0","2000-09-21",""
"2000-055RG","NOAA 16 DEB","42364","US","101.89","98.86","896","800","SMALL","0","2000-09-21",""
"2000-055RF","NOAA 16 DEB","42363","US","103.04","98.88","958","847","SMALL","0","2000-09-21",""
"2000-055RE","NOAA 16 DEB","42362","US","103.85","98.87","1033","848","SMALL","0","2000-09-21",""
"2000-055RD","NOAA 16 DEB","42361","US","102.27","98.91","925","806","SMALL","0","2000-09-21",""
"2000-055RC","NOAA 16 DEB","42360","US","101.26","98.88","880","757","SMALL","0","2000-09-21",""
"2000-055RB","NOAA 16 DEB","42359","US","101.51","98.90","847","814","SMALL","0","2000-09-21",""
"2000-055RA","NOAA 16 DEB","42358","US","101.99","98.91","897","809","SMALL","0","2000-09-21",""
"2000-055QZ","NOAA 16 DEB","42357","US","101.76","98.85","849","835","SMALL","0","2000-09-21",""
"2000-055QY","NOAA 16 DEB","42356","US","101.54","98.88","862","801","SMALL","0","2000-09-21",""
"2000-055QX","NOAA 16 DEB","42355","US","102.55","98.85","909","850","SMALL","0","2000-09-21",""
"2000-055QW","NOAA 16 DEB","42354","US","102.94","99.07","924","872","SMALL","0","2000-09-21",""
"2000-055QV","NOAA 16 DEB","42353","US","100.82","98.80","837","758","SMALL","0","2000-09-21",""
"2000-055QU","NOAA 16 DEB","42352","US","101.72","98.90","853","827","SMALL","0","2000-09-21",""
"2000-055QT","NOAA 16 DEB","42351","US","100.99","98.71","843","768","SMALL","0","2000-09-21",""
"2000-055QS","NOAA 16 DEB","42350","US","102.41","98.75","892","854","SMALL","0","2000-09-21",""
"2000-055QR","NOAA 16 DEB","42349","US","102.06","98.83","864","849","SMALL","0","2000-09-21",""
"2000-055QQ","NOAA 16 DEB","42348","US","102.87","98.79","950","839","SMALL","0","2000-09-21",""
"2000-055QP","NOAA 16 DEB","42347","US","101.25","98.87","857","779","SMALL","0","2000-09-21",""
"2000-055QN","NOAA 16 DEB","42346","US","100.64","99.05","831","746","SMALL","0","2000-09-21",""
"2000-055QM","NOAA 16 DEB","42345","US","101.15","98.74","850","776","SMALL","0","2000-09-21",""
"2000-055QL","NOAA 16 DEB","42344","US","101.20","98.76","848","783","SMALL","0","2000-09-21",""
"2000-055QK","NOAA 16 DEB","42343","US","101.43","99.04","860","792","SMALL","0","2000-09-21",""
"2000-055QJ","NOAA 16 DEB","42342","US","100.38","99.01","800","753","SMALL","0","2000-09-21",""
"2000-055QH","NOAA 16 DEB","42341","US","101.14","98.75","851","774","SMALL","0","2000-09-21",""
"2000-055QG","NOAA 16 DEB","42340","US","102.34","99.04","903","836","SMALL","0","2000-09-21",""
"2000-055QF","NOAA 16 DEB","42339","US","101.60","99.03","853","816","SMALL","0","2000-09-21",""
"2000-055QE","NOAA 16 DEB","42338","US","100.93","98.75","837","769","SMALL","0","2000-09-21",""
"2000-055QD","NOAA 16 DEB","42337","US","100.96","98.76","853","755","SMALL","0","2000-09-21",""
"2000-055QC","NOAA 16 DEB","42336","US","101.59","99.04","843","825","SMALL","0","2000-09-21",""
"2000-055QB","NOAA 16 DEB","42335","US","101.58","98.72","857","810","SMALL","0","2000-09-21",""
"2000-055QA","NOAA 16 DEB","42334","US","101.64","98.85","849","824","SMALL","0","2000-09-21",""
"2000-055PZ","NOAA 16 DEB","42333","US","102.18","98.97","875","849","SMALL","0","2000-09-21",""
"2000-055PY","NOAA 16 DEB","42332","US","100.68","99.02","807","775","SMALL","0","2000-09-21",""
"1995-015JZ","DMSP 5D-2 F13 DEB","42331","US","101.16","98.76","821","806","SMALL","0","1995-03-24",""
"1995-015JY","DMSP 5D-2 F13 DEB","42330","US","100.96","98.74","816","793","SMALL","0","1995-03-24",""
"1995-015JX","DMSP 5D-2 F13 DEB","42329","US","100.08","98.63","815","710","SMALL","0","1995-03-24",""
"1995-015JW","DMSP 5D-2 F13 DEB","42328","US","101.81","98.78","880","809","SMALL","0","1995-03-24",""
"1995-015JV","DMSP 5D-2 F13 DEB","42327","US","101.41","98.78","829","822","SMALL","0","1995-03-24",""
"1995-015JU","DMSP 5D-2 F13 DEB","42326","US","101.28","98.81","832","806","SMALL","0","1995-03-24",""
"1995-015JT","DMSP 5D-2 F13 DEB","42325","US","101.62","98.83","846","825","SMALL","0","1995-03-24",""
"1995-015JS","DMSP 5D-2 F13 DEB","42324","US","101.07","98.78","819","799","SMALL","0","1995-03-24",""
"1995-015JR","DMSP 5D-2 F13 DEB","42323","US","101.75","98.82","844","839","SMALL","0","1995-03-24",""
"1995-015JQ","DMSP 5D-2 F13 DEB","42322","US","101.50","98.77","865","794","SMALL","0","1995-03-24",""
"1995-015JP","DMSP 5D-2 F13 DEB","42321","US","100.49","98.70","813","750","SMALL","0","1995-03-24",""
"1995-015JN","DMSP 5D-2 F13 DEB","42320","US","101.27","98.76","829","809","SMALL","0","1995-03-24",""
"1995-015JM","DMSP 5D-2 F13 DEB","42319","US","102.03","98.89","882","827","SMALL","0","1995-03-24",""
"1995-015JL","DMSP 5D-2 F13 DEB","42318","US","105.32","98.74","1187","832","SMALL","0","1995-03-24",""
"1995-015JK","DMSP 5D-2 F13 DEB","42317","US","100.83","98.76","821","775","SMALL","0","1995-03-24",""
"1995-015JJ","DMSP 5D-2 F13 DEB","42316","US","100.12","98.72","805","723","SMALL","0","1995-03-24",""
"1995-015JH","DMSP 5D-2 F13 DEB","42315","US","101.00","98.74","830","781","SMALL","0","1995-03-24",""
"1995-015JG","DMSP 5D-2 F13 DEB","42314","US","96.24","98.74","642","515","SMALL","0","1995-03-24",""
"1995-015JF","DMSP 5D-2 F13 DEB","42313","US","102.10","98.71","902","813","SMALL","0","1995-03-24",""
"1995-015JE","DMSP 5D-2 F13 DEB","42312","US","97.00","98.73","676","555","SMALL","0","1995-03-24",""
"1995-015JC","DMSP 5D-2 F13 DEB","42310","US","100.56","98.71","814","756","SMALL","0","1995-03-24",""
"1995-015JB","DMSP 5D-2 F13 DEB","42309","US","100.61","98.69","813","762","SMALL","0","1995-03-24",""
"1995-015JA","DMSP 5D-2 F13 DEB","42308","US","101.88","98.82","875","821","SMALL","0","1995-03-24",""
"1995-015HZ","DMSP 5D-2 F13 DEB","42307","US","95.44","98.72","581","499","SMALL","0","1995-03-24",""
"1995-015HY","DMSP 5D-2 F13 DEB","42306","US","100.98","98.75","827","784","SMALL","0","1995-03-24",""
"1995-015HX","DMSP 5D-2 F13 DEB","42305","US","101.37","98.78","828","819","SMALL","0","1995-03-24",""
"1995-015HW","DMSP 5D-2 F13 DEB","42304","US","100.73","98.73","809","778","SMALL","0","1995-03-24",""
"1995-015HV","DMSP 5D-2 F13 DEB","42303","US","101.86","98.68","878","816","SMALL","0","1995-03-24",""
"1995-015HU","DMSP 5D-2 F13 DEB","42302","US","100.55","98.69","814","755","SMALL","0","1995-03-24",""
